record_type,panel,kpi,unit,condition,seed,value,mean,sample_std,n_seed,relative_change_pct,tail_start_epoch,tail_end_epoch,source_path,source_sha256,notes
seed,d,switch_ratio,ratio,disabled,42,0.43355,,,,,9000,9999,logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_42/epoch_metrics.csv,40a812f09957ac01d4abf1e49e83126b39f68685d2b5ecddd505a67d71b0df46,accepted formal disabled evidence; matched-seed retraining comparison; not identical trajectory; no strict common random numbers
seed,d,switch_ratio,ratio,disabled,43,0.39238,,,,,9000,9999,logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_43/epoch_metrics.csv,ad4cbfa83388a871cee7057c82262fe36cd9ee5b25d70ba6f7b0afb40082c5f9,accepted formal disabled evidence; matched-seed retraining comparison; not identical trajectory; no strict common random numbers
seed,d,switch_ratio,ratio,disabled,44,0.38499,,,,,9000,9999,logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_44/epoch_metrics.csv,df80dad5194282e81e913bcd7d16cb685b2707d489594669d2bd1f2201599d1a,accepted formal disabled evidence; matched-seed retraining comparison; not identical trajectory; no strict common random numbers
condition_summary,a,throughput_mbps,Mbps,enabled,,,1300.8567166241155,90.33994342036968,3,,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_original_seed42/epoch_metrics.csv;logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed43/epoch_metrics.csv;logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed44/epoch_metrics.csv,bf5bc3039434ae3255e93fa9fce78f9aa6ff6f0d6df6446c3364347850a6b6b2;490946818fefe80f8f0b1d81cb4e543c49328c2929c79b35766840a360b4b9d2;549444ad0edd1eb9e4e1f4aa0c49fd44717f4e02a0f0906c8b9ca2db46d13510,canonical enabled evidence; sample SD with n-1 denominator; matched-seed retraining comparison
condition_summary,a,throughput_mbps,Mbps,disabled,,,1137.0100631295234,70.7700648959795,3,,9000,9999,logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_42/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_43/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_44/epoch_metrics.csv,40a812f09957ac01d4abf1e49e83126b39f68685d2b5ecddd505a67d71b0df46;ad4cbfa83388a871cee7057c82262fe36cd9ee5b25d70ba6f7b0afb40082c5f9;df80dad5194282e81e913bcd7d16cb685b2707d489594669d2bd1f2201599d1a,accepted formal disabled evidence; sample SD with n-1 denominator; matched-seed retraining comparison
condition_summary,b,qos_satisfaction,ratio,enabled,,,0.5655711111111111,0.00888128765272074,3,,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_original_seed42/epoch_metrics.csv;logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed43/epoch_metrics.csv;logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed44/epoch_metrics.csv,bf5bc3039434ae3255e93fa9fce78f9aa6ff6f0d6df6446c3364347850a6b6b2;490946818fefe80f8f0b1d81cb4e543c49328c2929c79b35766840a360b4b9d2;549444ad0edd1eb9e4e1f4aa0c49fd44717f4e02a0f0906c8b9ca2db46d13510,canonical enabled evidence; sample SD with n-1 denominator; matched-seed retraining comparison
condition_summary,b,qos_satisfaction,ratio,disabled,,,0.059854619564970346,0.0033282481805123015,3,,9000,9999,logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_42/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_43/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_44/epoch_metrics.csv,40a812f09957ac01d4abf1e49e83126b39f68685d2b5ecddd505a67d71b0df46;ad4cbfa83388a871cee7057c82262fe36cd9ee5b25d70ba6f7b0afb40082c5f9;df80dad5194282e81e913bcd7d16cb685b2707d489594669d2bd1f2201599d1a,accepted formal disabled evidence; sample SD with n-1 denominator; matched-seed retraining comparison
condition_summary,c,jain_fairness,ratio,enabled,,,0.789744483036972,0.008789064869143144,3,,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_original_seed42/epoch_metrics.csv;logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed43/epoch_metrics.csv;logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed44/epoch_metrics.csv,bf5bc3039434ae3255e93fa9fce78f9aa6ff6f0d6df6446c3364347850a6b6b2;490946818fefe80f8f0b1d81cb4e543c49328c2929c79b35766840a360b4b9d2;549444ad0edd1eb9e4e1f4aa0c49fd44717f4e02a0f0906c8b9ca2db46d13510,canonical enabled evidence; sample SD with n-1 denominator; matched-seed retraining comparison
condition_summary,c,jain_fairness,ratio,disabled,,,0.6358177936737487,0.01275057781112659,3,,9000,9999,logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_42/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_43/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_44/epoch_metrics.csv,40a812f09957ac01d4abf1e49e83126b39f68685d2b5ecddd505a67d71b0df46;ad4cbfa83388a871cee7057c82262fe36cd9ee5b25d70ba6f7b0afb40082c5f9;df80dad5194282e81e913bcd7d16cb685b2707d489594669d2bd1f2201599d1a,accepted formal disabled evidence; sample SD with n-1 denominator; matched-seed retraining comparison
condition_summary,d,switch_ratio,ratio,enabled,,,0.42538666666666664,0.0056471438208472585,3,,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_original_seed42/epoch_metrics.csv;logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed43/epoch_metrics.csv;logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed44/epoch_metrics.csv,bf5bc3039434ae3255e93fa9fce78f9aa6ff6f0d6df6446c3364347850a6b6b2;490946818fefe80f8f0b1d81cb4e543c49328c2929c79b35766840a360b4b9d2;549444ad0edd1eb9e4e1f4aa0c49fd44717f4e02a0f0906c8b9ca2db46d13510,canonical enabled evidence; sample SD with n-1 denominator; matched-seed retraining comparison
condition_summary,d,switch_ratio,ratio,disabled,,,0.40364,0.026165035830283123,3,,9000,9999,logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_42/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_43/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_44/epoch_metrics.csv,40a812f09957ac01d4abf1e49e83126b39f68685d2b5ecddd505a67d71b0df46;ad4cbfa83388a871cee7057c82262fe36cd9ee5b25d70ba6f7b0afb40082c5f9;df80dad5194282e81e913bcd7d16cb685b2707d489594669d2bd1f2201599d1a,accepted formal disabled evidence; sample SD with n-1 denominator; matched-seed retraining comparison
paired_delta,a,throughput_mbps,Mbps,enabled_minus_disabled,42,185.48388280835752,,,,,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_original_seed42/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_42/epoch_metrics.csv,bf5bc3039434ae3255e93fa9fce78f9aa6ff6f0d6df6446c3364347850a6b6b2;40a812f09957ac01d4abf1e49e83126b39f68685d2b5ecddd505a67d71b0df46,matched-seed retraining delta; not identical trajectory; no strict common random numbers
paired_delta,a,throughput_mbps,Mbps,enabled_minus_disabled,43,227.3602461923183,,,,,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed43/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_43/epoch_metrics.csv,490946818fefe80f8f0b1d81cb4e543c49328c2929c79b35766840a360b4b9d2;ad4cbfa83388a871cee7057c82262fe36cd9ee5b25d70ba6f7b0afb40082c5f9,matched-seed retraining delta; not identical trajectory; no strict common random numbers
paired_delta,a,throughput_mbps,Mbps,enabled_minus_disabled,44,78.6958314831013,,,,,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed44/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_44/epoch_metrics.csv,549444ad0edd1eb9e4e1f4aa0c49fd44717f4e02a0f0906c8b9ca2db46d13510;df80dad5194282e81e913bcd7d16cb685b2707d489594669d2bd1f2201599d1a,matched-seed retraining delta; not identical trajectory; no strict common random numbers
paired_delta,b,qos_satisfaction,ratio,enabled_minus_disabled,42,0.4998247816047007,,,,,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_original_seed42/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_42/epoch_metrics.csv,bf5bc3039434ae3255e93fa9fce78f9aa6ff6f0d6df6446c3364347850a6b6b2;40a812f09957ac01d4abf1e49e83126b39f68685d2b5ecddd505a67d71b0df46,matched-seed retraining delta; not identical trajectory; no strict common random numbers
paired_delta,b,qos_satisfaction,ratio,enabled_minus_disabled,43,0.4975701955808878,,,,,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed43/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_43/epoch_metrics.csv,490946818fefe80f8f0b1d81cb4e543c49328c2929c79b35766840a360b4b9d2;ad4cbfa83388a871cee7057c82262fe36cd9ee5b25d70ba6f7b0afb40082c5f9,matched-seed retraining delta; not identical trajectory; no strict common random numbers
paired_delta,b,qos_satisfaction,ratio,enabled_minus_disabled,44,0.5197544974528338,,,,,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed44/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_44/epoch_metrics.csv,549444ad0edd1eb9e4e1f4aa0c49fd44717f4e02a0f0906c8b9ca2db46d13510;df80dad5194282e81e913bcd7d16cb685b2707d489594669d2bd1f2201599d1a,matched-seed retraining delta; not identical trajectory; no strict common random numbers
paired_delta,c,jain_fairness,ratio,enabled_minus_disabled,42,0.15766058461996046,,,,,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_original_seed42/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_42/epoch_metrics.csv,bf5bc3039434ae3255e93fa9fce78f9aa6ff6f0d6df6446c3364347850a6b6b2;40a812f09957ac01d4abf1e49e83126b39f68685d2b5ecddd505a67d71b0df46,matched-seed retraining delta; not identical trajectory; no strict common random numbers
paired_delta,c,jain_fairness,ratio,enabled_minus_disabled,43,0.15697498683485056,,,,,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed43/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_43/epoch_metrics.csv,490946818fefe80f8f0b1d81cb4e543c49328c2929c79b35766840a360b4b9d2;ad4cbfa83388a871cee7057c82262fe36cd9ee5b25d70ba6f7b0afb40082c5f9,matched-seed retraining delta; not identical trajectory; no strict common random numbers
paired_delta,c,jain_fairness,ratio,enabled_minus_disabled,44,0.14714449663485896,,,,,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed44/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_44/epoch_metrics.csv,549444ad0edd1eb9e4e1f4aa0c49fd44717f4e02a0f0906c8b9ca2db46d13510;df80dad5194282e81e913bcd7d16cb685b2707d489594669d2bd1f2201599d1a,matched-seed retraining delta; not identical trajectory; no strict common random numbers
paired_delta,d,switch_ratio,ratio,enabled_minus_disabled,42,-0.005400000000000016,,,,,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_original_seed42/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_42/epoch_metrics.csv,bf5bc3039434ae3255e93fa9fce78f9aa6ff6f0d6df6446c3364347850a6b6b2;40a812f09957ac01d4abf1e49e83126b39f68685d2b5ecddd505a67d71b0df46,matched-seed retraining delta; not identical trajectory; no strict common random numbers
paired_delta,d,switch_ratio,ratio,enabled_minus_disabled,43,0.026509999999999978,,,,,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed43/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_43/epoch_metrics.csv,490946818fefe80f8f0b1d81cb4e543c49328c2929c79b35766840a360b4b9d2;ad4cbfa83388a871cee7057c82262fe36cd9ee5b25d70ba6f7b0afb40082c5f9,matched-seed retraining delta; not identical trajectory; no strict common random numbers
paired_delta,d,switch_ratio,ratio,enabled_minus_disabled,44,0.04413,,,,,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed44/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_44/epoch_metrics.csv,549444ad0edd1eb9e4e1f4aa0c49fd44717f4e02a0f0906c8b9ca2db46d13510;df80dad5194282e81e913bcd7d16cb685b2707d489594669d2bd1f2201599d1a,matched-seed retraining delta; not identical trajectory; no strict common random numbers
paired_summary,a,throughput_mbps,Mbps,enabled_minus_disabled,,,163.84665349459237,76.65770880668725,3,14.410308123713362,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_original_seed42/epoch_metrics.csv;logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed43/epoch_metrics.csv;logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed44/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_42/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_43/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_44/epoch_metrics.csv,bf5bc3039434ae3255e93fa9fce78f9aa6ff6f0d6df6446c3364347850a6b6b2;490946818fefe80f8f0b1d81cb4e543c49328c2929c79b35766840a360b4b9d2;549444ad0edd1eb9e4e1f4aa0c49fd44717f4e02a0f0906c8b9ca2db46d13510;40a812f09957ac01d4abf1e49e83126b39f68685d2b5ecddd505a67d71b0df46;ad4cbfa83388a871cee7057c82262fe36cd9ee5b25d70ba6f7b0afb40082c5f9;df80dad5194282e81e913bcd7d16cb685b2707d489594669d2bd1f2201599d1a,"descriptive paired summary only; sample SD; no p-value, confidence interval, or significance claim"
paired_summary,b,qos_satisfaction,ratio,enabled_minus_disabled,,,0.5057164915461407,0.012209422464308218,3,844.9080375445392,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_original_seed42/epoch_metrics.csv;logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed43/epoch_metrics.csv;logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed44/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_42/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_43/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_44/epoch_metrics.csv,bf5bc3039434ae3255e93fa9fce78f9aa6ff6f0d6df6446c3364347850a6b6b2;490946818fefe80f8f0b1d81cb4e543c49328c2929c79b35766840a360b4b9d2;549444ad0edd1eb9e4e1f4aa0c49fd44717f4e02a0f0906c8b9ca2db46d13510;40a812f09957ac01d4abf1e49e83126b39f68685d2b5ecddd505a67d71b0df46;ad4cbfa83388a871cee7057c82262fe36cd9ee5b25d70ba6f7b0afb40082c5f9;df80dad5194282e81e913bcd7d16cb685b2707d489594669d2bd1f2201599d1a,"descriptive paired summary only; sample SD; no p-value, confidence interval, or significance claim"
paired_summary,c,jain_fairness,ratio,enabled_minus_disabled,,,0.15392668936322332,0.0058835461019903475,3,24.209245304985327,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_original_seed42/epoch_metrics.csv;logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed43/epoch_metrics.csv;logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed44/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_42/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_43/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_44/epoch_metrics.csv,bf5bc3039434ae3255e93fa9fce78f9aa6ff6f0d6df6446c3364347850a6b6b2;490946818fefe80f8f0b1d81cb4e543c49328c2929c79b35766840a360b4b9d2;549444ad0edd1eb9e4e1f4aa0c49fd44717f4e02a0f0906c8b9ca2db46d13510;40a812f09957ac01d4abf1e49e83126b39f68685d2b5ecddd505a67d71b0df46;ad4cbfa83388a871cee7057c82262fe36cd9ee5b25d70ba6f7b0afb40082c5f9;df80dad5194282e81e913bcd7d16cb685b2707d489594669d2bd1f2201599d1a,"descriptive paired summary only; sample SD; no p-value, confidence interval, or significance claim"
paired_summary,d,switch_ratio,ratio,enabled_minus_disabled,,,0.021746666666666654,0.025106219017074907,3,5.387639150398036,9000,9999,logs/revision_round1/group1_baselines/runs/hmadqn_k3_original_seed42/epoch_metrics.csv;logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed43/epoch_metrics.csv;logs/revision_round1/group1_baselines/runs/hmadqn_k3_reproduced_seed44/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_42/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_43/epoch_metrics.csv;logs/revision_round2/r4_4_satellite_ablation/nominal/satellite_disabled/seed_44/epoch_metrics.csv,bf5bc3039434ae3255e93fa9fce78f9aa6ff6f0d6df6446c3364347850a6b6b2;490946818fefe80f8f0b1d81cb4e543c49328c2929c79b35766840a360b4b9d2;549444ad0edd1eb9e4e1f4aa0c49fd44717f4e02a0f0906c8b9ca2db46d13510;40a812f09957ac01d4abf1e49e83126b39f68685d2b5ecddd505a67d71b0df46;ad4cbfa83388a871cee7057c82262fe36cd9ee5b25d70ba6f7b0afb40082c5f9;df80dad5194282e81e913bcd7d16cb685b2707d489594669d2bd1f2201599d1a,"descriptive paired summary only; sample SD; no p-value, confidence interval, or significance claim"
